Real,Probabilidad,Prediccion
0,0.3522544802140343,0
0,0.07717698804822756,0
0,0.2752009666025037,0
0,0.04474341233054711,0
0,0.08688085819482996,0
0,0.1478768454823519,0
0,0.06267820770535212,0
0,0.050915157492462164,0
0,0.1047506282796371,0
0,0.15846881080566785,0
0,0.1266350541982823,0
0,0.10667606009226145,0
0,0.2969651387779644,0
0,0.04061143612253932,0
0,0.04849640699377091,0
0,0.10592099474888521,0
0,0.06825573409045244,0
0,0.03514865406067303,0
0,0.07430073712761727,0
0,0.04932555728604787,0
0,0.17386776788249558,0
0,0.05684534824954272,0
0,0.24863165988155816,0
0,0.07354099079954078,0
0,0.09156462544714972,0
0,0.09728641174568613,0
0,0.1750424450387668,0
0,0.03851582972861092,0
0,0.13945601552306922,0
0,0.11331997867702946,0
0,0.14767230862005107,0
0,0.07153724992405354,0
1,0.23470221347157713,0
0,0.09706882895443733,0
1,0.19623881252042547,0
0,0.05709570119177338,0
0,0.31560402788105324,0
0,0.05627351279748548,0
1,0.023945887210502826,0
1,0.06692140367228874,0
0,0.16674349793746565,0
0,0.14383337411255703,0
0,0.18747219182558605,0
0,0.11140749966614548,0
0,0.10489984782468179,0
0,0.21164491471933314,0
1,0.38401236363632196,0
1,0.24143291946695705,0
0,0.054130185760996465,0
0,0.2727742289811792,0
1,0.1445258740287779,0
0,0.15116953623793836,0
0,0.09041552111372733,0
1,0.3613670584202838,0
1,0.4611487884287352,0
0,0.08896346537524492,0
0,0.17650627811800224,0
0,0.16635280631043708,0
0,0.1211504458495568,0
0,0.08028406445770869,0
0,0.05641290788871966,0
0,0.139009165087182,0
0,0.12948132663988818,0
0,0.06938844745577256,0
0,0.04427626585920832,0
1,0.19671324084137473,0
0,0.16832168165785028,0
0,0.11975665299604085,0
0,0.2453293564512537,0
0,0.038643390936992116,0
0,0.07656379715889487,0
0,0.1218601310722589,0
1,0.5127937066645436,1
1,0.28928448069332824,0
0,0.12159231152466625,0
0,0.03360900119993099,0
0,0.2640525980307972,0
1,0.1420054045695996,0
0,0.1828559204158796,0
0,0.061393425703486014,0
0,0.13402285994374827,0
0,0.21216898548200527,0
0,0.06891576385714024,0
0,0.10012968215004135,0
0,0.0765047343225846,0
1,0.1934615620631193,0
0,0.21846015030508306,0
0,0.03550808316524852,0
0,0.13063962447482777,0
0,0.15948295997193437,0
1,0.21872336135136425,0
0,0.08160101273867579,0
1,0.27085166717426457,0
0,0.1280865436457847,0
0,0.08995988289397333,0
0,0.07663491183338791,0
0,0.040842898838393205,0
0,0.08847901174875182,0
0,0.11510375218003556,0
0,0.11001840702121025,0
0,0.15048517858819338,0
0,0.10314862351627738,0
0,0.08602528516837663,0
0,0.1243519527467149,0
0,0.06716269263263062,0
0,0.19941807206099427,0
0,0.10067826456626885,0
0,0.11249236267291612,0
0,0.03636431115300198,0
0,0.05739869588245273,0
0,0.04927734633266026,0
0,0.12714601500492642,0
0,0.04115540182315885,0
1,0.24712543644810428,0
0,0.143174158984785,0
0,0.11859872600059959,0
0,0.07044786492685179,0
1,0.2366972382554151,0
0,0.05871009525974294,0
0,0.3146425241506195,0
0,0.09621485494451032,0
0,0.14414529145063207,0
0,0.24577332362076548,0
0,0.10538291396221239,0
0,0.08445680521625959,0
0,0.05758597744169769,0
0,0.1183367873659964,0
0,0.04861228679172958,0
0,0.12185172978219734,0
0,0.06675927717902037,0
0,0.07788859242747104,0
0,0.10364158509030283,0
